"collection_name","product_authority","constant_keys","observed_operations","source_file_count","source_files","evidence_locations","evidence_sha256","current_reviewed_source_count","unreviewed_source_files","review_status","ownership_model","rules_status","index_status","findings"
"signaldeskOperatingEnvelopes","SignalDesk","SIGNALDESK_COLLECTIONS.OPERATING_ENVELOPES","constant definition | index definition | reference | security-rule | write","9","firestore-signaldesk.indexes.json | firestore-signaldesk.rules | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | scripts/verification/verify-signaldesk-runtime.js | scripts/verification/verify-signaldesk-security-rules.js | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","firestore-signaldesk.indexes.json:432 | firestore-signaldesk.rules:358 | scripts/verification/e2e-signaldesk-local.js:3088 | scripts/verification/test-signaldesk-workspace-contracts.ts:345 | scripts/verification/test-signaldesk-workspace-contracts.ts:721 | scripts/verification/test-signaldesk-workspace-contracts.ts:724 | scripts/verification/test-signaldesk-workspace-contracts.ts:736 | scripts/verification/verify-signaldesk-runtime.js:2632 | scripts/verification/verify-signaldesk-security-rules.js:10 | scripts/verification/verify-signaldesk-security-rules.js:319 | src/lib/signaldesk/workflowServer.ts:7683 | src/lib/signaldesk/workflowServer.ts:11097 | src/lib/signaldesk/workflowServer.ts:11212 | src/lib/signaldesk/workflowServer.ts:11253 | src/lib/signaldesk/workspaceContracts.ts:95 | src/lib/signaldesk/workspaceContracts.ts:1682 | src/constants/signaldesk/database.ts:0","afb08511d986c787799f5037ac91e704ea67946448f9fcca29c8b28c3631479f","4","scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | scripts/verification/verify-signaldesk-runtime.js | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","inventory-only","","rule path observed","",""
"signaldeskOutcomeEvents","SignalDesk","SIGNALDESK_COLLECTIONS.OUTCOME_EVENTS | SIGNALDESK_FUNCTIONS_COLLECTIONS.OUTCOME_EVENTS","constant definition | read/query | reference | security-rule | write","6","functions-signaldesk/src/constants/database.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-outcome-route-emulator.js | scripts/verification/verify-signaldesk-security-rules.js | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts","scripts/verification/e2e-signaldesk-local.js:2908 | scripts/verification/e2e-signaldesk-local.js:9159 | scripts/verification/test-signaldesk-outcome-route-emulator.js:95 | scripts/verification/test-signaldesk-outcome-route-emulator.js:320 | scripts/verification/verify-signaldesk-security-rules.js:40 | src/lib/signaldesk/workflowServer.ts:5354 | src/lib/signaldesk/workflowServer.ts:22390 | src/lib/signaldesk/workflowServer.ts:22412 | src/lib/signaldesk/workflowServer.ts:22509 | src/constants/signaldesk/database.ts:0 | functions-signaldesk/src/constants/database.ts:0","f56746b27c857c42e3cb3dd58c42d9b3f6249673f6495e6c76beda0ceba73ed7","3","scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-outcome-route-emulator.js | src/lib/signaldesk/workflowServer.ts","in-progress","SignalDesk-global, product-private immutable outcome evidence. Manual protected actions, demand-signal attribution and the HMAC-authenticated MenuList bridge converge on one Admin transaction that creates a deterministic event, exact idempotency claim, compact outcome summary and attribution touch while updating target, route-token, audit, control and cost truth. Strict summary readers point-read and couple the latest event before accepting derived outcome truth. No MenuList tenant/store/project, browser cache, Redux, SWR, local-storage or customer/public DTO consumes the raw event.","The raw collection has no explicit match in the separate SignalDesk ruleset and is therefore denied by the root default-deny rule to public users, SignalDesk members and platform administrators; all writes use the product-local Admin SDK after action or signed-bridge authority checks. The rules emulator now seeds a raw event and directly proves both member and platform-admin point/list reads fail, in addition to the static raw-collection contract.","The sole writer creates a deterministic outcome_<idempotency-hash-prefix> document in the same transaction as its claim, summary and attribution touch. Every application read is an exact event point-read reached from a strict summary or claim; no collection query, composite index, TTL, cache or public list exists. Focused signed-bridge and complete SignalDesk E2E prove exact concurrent replay, route coupling and atomic derived effects. Shared workflow, outcome contracts, rules, E2E and aggregate verifier files retain ranged evidence, so the family remains in-progress.","AUDIT-SIGNALDESK-RAW-RULE-EXISTING-DOC-COVERAGE-001 | AUDIT-SIGNALDESK-PERSISTED-DOCUMENT-ID-PROJECTION-001"
"signaldeskOutcomeSummaries","SignalDesk","SIGNALDESK_COLLECTIONS.OUTCOME_SUMMARIES | SIGNALDESK_FUNCTIONS_COLLECTIONS.OUTCOME_SUMMARIES","constant definition | delete | index definition | read/query | reference | security-rule | transaction/batch | write","12","firestore-signaldesk.indexes.json | firestore-signaldesk.rules | functions-signaldesk/src/constants/database.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/smoke-signaldesk-workflow.js | scripts/verification/test-signaldesk-outcome-route-emulator.js | scripts/verification/test-signaldesk-workspace-contracts.ts | scripts/verification/verify-signaldesk-runtime.js | scripts/verification/verify-signaldesk-security-rules.js | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","firestore-signaldesk.indexes.json:95 | firestore-signaldesk.indexes.json:104 | firestore-signaldesk.indexes.json:112 | firestore-signaldesk.rules:119 | scripts/verification/e2e-signaldesk-local.js:2454 | scripts/verification/e2e-signaldesk-local.js:2903 | scripts/verification/e2e-signaldesk-local.js:7353 | scripts/verification/e2e-signaldesk-local.js:7391 | scripts/verification/e2e-signaldesk-local.js:7428 | scripts/verification/smoke-signaldesk-workflow.js:236 | scripts/verification/test-signaldesk-outcome-route-emulator.js:96 | scripts/verification/test-signaldesk-outcome-route-emulator.js:322 | scripts/verification/test-signaldesk-outcome-route-emulator.js:339 | scripts/verification/test-signaldesk-outcome-route-emulator.js:615 | scripts/verification/test-signaldesk-workspace-contracts.ts:371 | scripts/verification/verify-signaldesk-runtime.js:2634 | scripts/verification/verify-signaldesk-security-rules.js:10 | src/lib/signaldesk/workflowServer.ts:5422 | src/lib/signaldesk/workflowServer.ts:10337 | src/lib/signaldesk/workflowServer.ts:11292 | src/lib/signaldesk/workflowServer.ts:22445 | src/lib/signaldesk/workspaceContracts.ts:96 | src/lib/signaldesk/workspaceContracts.ts:1683 | src/constants/signaldesk/database.ts:0 | functions-signaldesk/src/constants/database.ts:0","cfc07b0b0a6108359f19b640c3ded3100161f8cf4ca746578f13a0a8d9baf95c","5","scripts/verification/e2e-signaldesk-local.js | scripts/verification/smoke-signaldesk-workflow.js | scripts/verification/test-signaldesk-outcome-route-emulator.js | scripts/verification/test-signaldesk-workspace-contracts.ts | scripts/verification/verify-signaldesk-runtime.js | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","inventory-only","","rule path observed","",""
"signaldeskProofPermissions","SignalDesk","SIGNALDESK_COLLECTIONS.PROOF_PERMISSIONS | SIGNALDESK_FUNCTIONS_COLLECTIONS.PROOF_PERMISSIONS","constant definition | index definition | read/query | reference | security-rule | write","9","firestore-signaldesk.indexes.json | firestore-signaldesk.rules | functions-signaldesk/src/constants/database.ts | functions-signaldesk/src/schedulers/proofPermissionLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/verify-signaldesk-runtime.js | scripts/verification/verify-signaldesk-security-rules.js | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts","firestore-signaldesk.indexes.json:456 | firestore-signaldesk.indexes.json:465 | firestore-signaldesk.indexes.json:474 | firestore-signaldesk.rules:303 | functions-signaldesk/src/schedulers/proofPermissionLifecycle.ts:1664 | scripts/verification/e2e-signaldesk-local.js:8932 | scripts/verification/verify-signaldesk-runtime.js:2148 | scripts/verification/verify-signaldesk-runtime.js:2635 | scripts/verification/verify-signaldesk-security-rules.js:10 | scripts/verification/verify-signaldesk-security-rules.js:321 | scripts/verification/verify-signaldesk-security-rules.js:421 | scripts/verification/verify-signaldesk-security-rules.js:422 | scripts/verification/verify-signaldesk-security-rules.js:423 | src/lib/signaldesk/workflowServer.ts:1476 | src/lib/signaldesk/workflowServer.ts:1806 | src/lib/signaldesk/workflowServer.ts:6497 | src/lib/signaldesk/workflowServer.ts:6529 | src/lib/signaldesk/workflowServer.ts:6762 | src/lib/signaldesk/workflowServer.ts:6767 | src/lib/signaldesk/workflowServer.ts:14229 | src/lib/signaldesk/workflowServer.ts:14271 | src/lib/signaldesk/workflowServer.ts:14281 | src/lib/signaldesk/workflowServer.ts:14303 | src/lib/signaldesk/workflowServer.ts:14386 | src/lib/signaldesk/workflowServer.ts:14575 | src/lib/signaldesk/workflowServer.ts:14607 | src/constants/signaldesk/database.ts:0 | functions-signaldesk/src/constants/database.ts:0","0bb32323112a5f1d8b20816ef3b16c866d66df48ace877cffafcbd7177fc6a54","5","functions-signaldesk/src/schedulers/proofPermissionLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/verify-signaldesk-runtime.js | src/lib/signaldesk/workflowServer.ts","inventory-only","","rule path observed","",""
"signaldeskProviderAccounts","SignalDesk","SIGNALDESK_COLLECTIONS.PROVIDER_ACCOUNTS","constant definition | delete | read/query | reference | security-rule | transaction/batch | write","7","firestore-signaldesk.rules | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-fresh-lineage.js | scripts/verification/test-signaldesk-workspace-contracts.ts | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","firestore-signaldesk.rules:148 | scripts/verification/e2e-signaldesk-local.js:465 | scripts/verification/e2e-signaldesk-local.js:468 | scripts/verification/e2e-signaldesk-local.js:472 | scripts/verification/e2e-signaldesk-local.js:494 | scripts/verification/e2e-signaldesk-local.js:3551 | scripts/verification/e2e-signaldesk-local.js:4633 | scripts/verification/e2e-signaldesk-local.js:4659 | scripts/verification/e2e-signaldesk-local.js:6186 | scripts/verification/e2e-signaldesk-local.js:6234 | scripts/verification/e2e-signaldesk-local.js:6242 | scripts/verification/e2e-signaldesk-local.js:6433 | scripts/verification/e2e-signaldesk-local.js:6442 | scripts/verification/e2e-signaldesk-local.js:6456 | scripts/verification/e2e-signaldesk-local.js:6468 | scripts/verification/e2e-signaldesk-local.js:6564 | scripts/verification/e2e-signaldesk-local.js:6580 | scripts/verification/e2e-signaldesk-local.js:9366 | scripts/verification/e2e-signaldesk-local.js:9819 | scripts/verification/test-signaldesk-fresh-lineage.js:91 | scripts/verification/test-signaldesk-workspace-contracts.ts:390 | src/lib/signaldesk/workflowServer.ts:5627 | src/lib/signaldesk/workflowServer.ts:5672 | src/lib/signaldesk/workflowServer.ts:7737 | src/lib/signaldesk/workflowServer.ts:7745 | src/lib/signaldesk/workflowServer.ts:7840 | src/lib/signaldesk/workflowServer.ts:7853 | src/lib/signaldesk/workflowServer.ts:8651 | src/lib/signaldesk/workflowServer.ts:9136 | src/lib/signaldesk/workflowServer.ts:9169 | src/lib/signaldesk/workflowServer.ts:9197 | src/lib/signaldesk/workflowServer.ts:12926 | src/lib/signaldesk/workflowServer.ts:15951 | src/lib/signaldesk/workflowServer.ts:16354 | src/lib/signaldesk/workflowServer.ts:16659 | src/lib/signaldesk/workflowServer.ts:17890 | src/lib/signaldesk/workflowServer.ts:18653 | src/lib/signaldesk/workflowServer.ts:19496 | src/lib/signaldesk/workspaceContracts.ts:97 | src/lib/signaldesk/workspaceContracts.ts:1684 | src/constants/signaldesk/database.ts:0","b3d8c86a798bf82fe735070d21b88a567e534b1bd51604a906ecca4a02da3433","2","scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-fresh-lineage.js | scripts/verification/test-signaldesk-workspace-contracts.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","in-progress","SignalDesk-only internal provider/use authority at one deterministic provider_{provider}_{use} document. The protected configure action derives the authenticated SignalDesk actor and requires signaldesk.configure plus provider-run admission. One transaction reads current product/shape/spend and actor/idempotency claim, preserves normalized current-period spend, exact-replaces the strict account, and atomically creates claim/audit/cost evidence. Provider, AI, source, sender and sequencer execution paths re-read authoritative account/budget state before cost or external-work admission. No MenuList, Answerlattice, CampaignCue, Canonica, billing, public output, cache, Redux, SWR or local-storage consumer exists.","The separate SignalDesk ruleset permits reads only to authenticated platform identity when persisted pId is SD and denies all browser writes. The authoritative parser enforces exact document/provider/use identity, product, Timestamp, status, credential/approval state, spend period/scalars and per-run <= daily <= monthly. Mutation and replay return the public projector, omitting pId/updatedBy, while the server-only claim retains Timestamp evidence for re-projection.","All control mutation/replay and execution admission use deterministic point reads; workspace listing is bounded and requires no composite index. Actor plus idempotency key converges exact retry and changed input fails without writes. Focused real emulator coverage proves concurrent convergence, one audit effect, hierarchy rejection and public result projection. Large workflow/workspace/E2E sources retain ranged evidence, so the collection remains in-progress.","AUDIT-SD-PROVIDER-ACCOUNT-IDEMPOTENCY-001"
"signaldeskProviderEvaluations","SignalDesk","SIGNALDESK_COLLECTIONS.PROVIDER_EVALUATIONS","constant definition | delete | index definition | reference | security-rule | write","7","firestore-signaldesk.indexes.json | firestore-signaldesk.rules | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","firestore-signaldesk.indexes.json:172 | firestore-signaldesk.rules:213 | scripts/verification/e2e-signaldesk-local.js:700 | scripts/verification/e2e-signaldesk-local.js:4717 | scripts/verification/test-signaldesk-workspace-contracts.ts:406 | src/lib/signaldesk/workflowServer.ts:7746 | src/lib/signaldesk/workflowServer.ts:12830 | src/lib/signaldesk/workflowServer.ts:12914 | src/lib/signaldesk/workflowServer.ts:12960 | src/lib/signaldesk/workflowServer.ts:12967 | src/lib/signaldesk/workflowServer.ts:13066 | src/lib/signaldesk/workspaceContracts.ts:98 | src/lib/signaldesk/workspaceContracts.ts:1685 | src/constants/signaldesk/database.ts:0","26218142efbeecabf4ab15334fb21ae8fc619dfcad6e327de36dca9490d65bc3","3","scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","in-progress","SignalDesk-only monthly provider-quality authority at deterministic provider plus use document IDs. The protected configure action derives the authenticated actor and now settles one actor/idempotency request from transaction-current provider-account, vendor-run and enrichment-result populations. Sources workspace lists the strict public projection; weekly strategist memos consume at most ten strict updatedAt-ordered evaluations to describe the strongest current provider. No MenuList tenant, customer/public output, billing, cache, Redux, SWR or local-storage path consumes this collection.","The separate SignalDesk ruleset permits browser reads only to authenticated platform identity for persisted pId=SD resources and denies every browser write. The action schema bounds provider/use/key values. Mutation validates any existing deterministic evaluation through the product/document/schema projector before exact replacement; malformed or foreign current rows fail closed. First settlement and exact replay both return only allowlisted evaluation fields, excluding pId and updatedBy.","The writer and claim use deterministic point documents while its two bounded monthly source queries are provider/use/accountingMonth scoped. Workspace uses a bounded strict list; the maintained provider/use/updatedAt composite is compatible with operational inspection, while strategist selection currently uses the automatic updatedAt index. One transaction couples evaluation, timeline, audit, claim and cost; concurrent exact retries converge, changed input conflicts, and exact replacement removes stale fields. Focused provider-accounting emulator coverage proves population isolation, concurrent replay, public response equality, stale-field removal and foreign-product denial. Shared workflow/workspace/E2E/rule sources retain ranged evidence, so the collection remains in-progress.","AUDIT-SD-PROVIDER-EVALUATION-RACE-IDEMPOTENCY-001"
"signaldeskProviderSourceRetention","SignalDesk","SIGNALDESK_COLLECTIONS.PROVIDER_SOURCE_RETENTION | SIGNALDESK_FUNCTIONS_COLLECTIONS.PROVIDER_SOURCE_RETENTION","constant definition | delete | index definition | read/query | reference | security-rule | write","10","firestore-signaldesk.indexes.json | firestore-signaldesk.rules | functions-signaldesk/src/constants/database.ts | functions-signaldesk/src/schedulers/sourceDataLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | scripts/verification/verify-signaldesk-runtime.js | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","firestore-signaldesk.indexes.json:163 | firestore-signaldesk.indexes.json:550 | firestore-signaldesk.indexes.json:559 | firestore-signaldesk.indexes.json:569 | firestore-signaldesk.rules:203 | functions-signaldesk/src/schedulers/sourceDataLifecycle.ts:272 | functions-signaldesk/src/schedulers/sourceDataLifecycle.ts:4582 | scripts/verification/e2e-signaldesk-local.js:4487 | scripts/verification/e2e-signaldesk-local.js:4491 | scripts/verification/e2e-signaldesk-local.js:4498 | scripts/verification/e2e-signaldesk-local.js:4534 | scripts/verification/test-signaldesk-workspace-contracts.ts:423 | scripts/verification/test-signaldesk-workspace-contracts.ts:897 | scripts/verification/verify-signaldesk-runtime.js:2621 | src/lib/signaldesk/workflowServer.ts:7747 | src/lib/signaldesk/workflowServer.ts:12419 | src/lib/signaldesk/workflowServer.ts:12425 | src/lib/signaldesk/workflowServer.ts:12464 | src/lib/signaldesk/workflowServer.ts:12477 | src/lib/signaldesk/workflowServer.ts:12544 | src/lib/signaldesk/workflowServer.ts:17196 | src/lib/signaldesk/workflowServer.ts:18245 | src/lib/signaldesk/workspaceContracts.ts:99 | src/lib/signaldesk/workspaceContracts.ts:1686 | src/constants/signaldesk/database.ts:0 | functions-signaldesk/src/constants/database.ts:0","2fe2c42378289086cf4ac41e192771ad94e9b628267ea7a4c66c38bbf0728cc1","4","functions-signaldesk/src/schedulers/sourceDataLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | scripts/verification/verify-signaldesk-runtime.js | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","in-progress","SignalDesk-only provider-record lineage and retention authority. Source-provider import derives deterministic provider-record plus target documents, validates current product/provider/policy/run/target identity, and writes only non-raw provider references with source lifecycle state. Research reads a bounded source-run subset to attach provider URLs. A protected manual refresh now uses one actor/idempotency transaction and revalidates current retention plus source policy before retention/timeline/audit/claim/cost settlement. Source-data lifecycle owns bounded expiry, scrub/tombstone and reconciliation. No MenuList tenant, customer/public output, billing, cache, Redux, SWR or local-storage consumer exists.","The separate SignalDesk ruleset permits browser reads only to authenticated platform identity for pId=SD resources and denies all browser writes. Import validates any existing deterministic collision, including completed tombstone lineage. Manual refresh strict-projects current authority again in settlement, rejects provider/policy/target drift and completed lifecycle state, and current source rights must still permit storage/evidence. Lifecycle validates exact identity and source/target lineage before scrub.","Import/refresh use deterministic point documents. Research uses a bounded sourceRunId query; workspace uses bounded strict updatedAt projection; lifecycle uses product/state/expiry and product/policy/target/status query families covered by maintained composites. Exact actor retry returns the claim-owned strict snapshot without writes; changed input conflicts. Focused FHRS/FHIS and lifecycle emulators cover duplicate provider convergence, Timestamp persistence, replay, lifecycle-terminal and foreign-product denial. Shared workflow/lifecycle/E2E/rule/index sources retain ranged evidence, so the collection remains in-progress.","AUDIT-SD-PROVIDER-RETENTION-REFRESH-RACE-IDEMPOTENCY-001"
"signaldeskQueueSummaries","SignalDesk","SIGNALDESK_COLLECTIONS.QUEUE_SUMMARIES | SIGNALDESK_FUNCTIONS_COLLECTIONS.QUEUE_SUMMARIES","constant definition | delete | read/query | reference | security-rule | transaction/batch | write","11","firestore-signaldesk.rules | functions-signaldesk/src/constants/database.ts | functions-signaldesk/src/schedulers/proofPermissionLifecycle.ts | functions-signaldesk/src/schedulers/sourceDataLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-kill-switch-overview.js | scripts/verification/verify-signaldesk-security-rules.js | src/constants/signaldesk/database.ts | src/lib/signaldesk/server.ts | src/lib/signaldesk/webhookServer.ts | src/lib/signaldesk/workflowServer.ts","firestore-signaldesk.rules:29 | functions-signaldesk/src/schedulers/proofPermissionLifecycle.ts:1063 | functions-signaldesk/src/schedulers/sourceDataLifecycle.ts:3258 | scripts/verification/e2e-signaldesk-local.js:1987 | scripts/verification/e2e-signaldesk-local.js:2035 | scripts/verification/e2e-signaldesk-local.js:5320 | scripts/verification/e2e-signaldesk-local.js:5340 | scripts/verification/e2e-signaldesk-local.js:5368 | scripts/verification/e2e-signaldesk-local.js:8172 | scripts/verification/e2e-signaldesk-local.js:8175 | scripts/verification/e2e-signaldesk-local.js:8204 | scripts/verification/e2e-signaldesk-local.js:8520 | scripts/verification/e2e-signaldesk-local.js:8536 | scripts/verification/e2e-signaldesk-local.js:9284 | scripts/verification/test-signaldesk-kill-switch-overview.js:52 | scripts/verification/test-signaldesk-kill-switch-overview.js:121 | scripts/verification/test-signaldesk-kill-switch-overview.js:191 | scripts/verification/verify-signaldesk-security-rules.js:10 | src/lib/signaldesk/server.ts:554 | src/lib/signaldesk/webhookServer.ts:771 | src/lib/signaldesk/workflowServer.ts:2913 | src/lib/signaldesk/workflowServer.ts:3683 | src/lib/signaldesk/workflowServer.ts:4044 | src/lib/signaldesk/workflowServer.ts:15322 | src/lib/signaldesk/workflowServer.ts:21835 | src/constants/signaldesk/database.ts:0 | functions-signaldesk/src/constants/database.ts:0","da3614b84618b1bc0d0c06027aea1ae4602cd1d735064d48ef347896a5a0d0f1","4","functions-signaldesk/src/schedulers/proofPermissionLifecycle.ts | functions-signaldesk/src/schedulers/sourceDataLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-kill-switch-overview.js | src/lib/signaldesk/server.ts | src/lib/signaldesk/webhookServer.ts | src/lib/signaldesk/workflowServer.ts","in-progress","SignalDesk-only canonical operational queue summary at current. Content drafts, approval packets, inbound conversations, proof/source lifecycle and owner settlements maintain bounded approval, human-review, inbox and overdue counts; the protected overview is the application consumer. No MenuList tenant, customer/public output, payment ledger, cache, Redux, SWR or local-storage consumer exists.","The separate SignalDesk ruleset allows reads only to authenticated platform identity when persisted pId is SD and denies every browser write. The strict projector requires exact document/queueSummaryId identity, SD product, nonnegative safe integer counts and a valid Firestore timestamp. Restart 962 repaired every direct human-review settlement writer so an absent-row merge persists canonical product and identity; the bounded overview migration remains for historical missing-identity rows.","Current reads and writes address the canonical current point document and require no composite index. Writers settle counts inside the same transaction/batch as their authoritative operation; webhook and Inbox paths strict-project transaction-current state, while creation-safe decrement paths clamp absent counts to zero. The focused content workflow deletes the row before review settlement and proves immediate production projection; source assertions cover the remaining application and proof-lifecycle writers. Shared workflow, overview, Functions and aggregate verifier files retain ranged evidence, so this row remains conservatively in-progress.","AUDIT-SD-QUEUE-SUMMARY-WRITER-IDENTITY-001"
"signaldeskReplyClassifications","SignalDesk","SIGNALDESK_COLLECTIONS.REPLY_CLASSIFICATIONS | SIGNALDESK_FUNCTIONS_COLLECTIONS.REPLY_CLASSIFICATIONS","constant definition | reference | write","6","functions-signaldesk/src/constants/database.ts | functions-signaldesk/src/schedulers/sourceDataLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | src/constants/signaldesk/database.ts | src/lib/signaldesk/webhookServer.ts | src/lib/signaldesk/workflowServer.ts","functions-signaldesk/src/schedulers/sourceDataLifecycle.ts:290 | scripts/verification/e2e-signaldesk-local.js:2215 | src/lib/signaldesk/webhookServer.ts:919 | src/lib/signaldesk/workflowServer.ts:21853 | src/constants/signaldesk/database.ts:0 | functions-signaldesk/src/constants/database.ts:0","591bfe2e163a00c724817977d72dfa38ee436cfa2e510d7576ed95c14e9ccfff","2","functions-signaldesk/src/schedulers/sourceDataLifecycle.ts | scripts/verification/e2e-signaldesk-local.js | src/lib/signaldesk/webhookServer.ts | src/lib/signaldesk/workflowServer.ts","in-progress","SignalDesk-only immutable classification evidence paired one-to-one with inbound message processing. Webhook events and protected actor reply capture create deterministic rows containing exact conversation/target identity, bounded state/confidence and fixed classifier version in the same transaction as conversation, target, queue and safety effects. No current UI, public output, MenuList tenant, billing, cache, Redux, SWR or local-storage consumer reads the detail collection.","No explicit collection match exists in the separate SignalDesk ruleset, so recursive default deny blocks all browser reads and writes. Admin lifecycle validation requires exact SD product/document identity, bounded canonical conversation ID, admitted conversation state, confidence and classifier version plus a valid timestamp before processing. Writer classification uses the same shared inbound classifier that drives persisted conversation and safety state.","All writes are deterministic point creates; no application query or composite index exists. The generic bounded source-data dependency processor removes classifier/version/state detail after retention while preserving only lifecycle/identity evidence. Restart 965 reconciled both writer families, duplicate/idempotency behavior and lifecycle retention without a new confirmed defect. Shared workflow/webhook/lifecycle/rule/verifier files retain ranged evidence, so this row remains in-progress.",""
"signaldeskReplyPlaybooks","SignalDesk","SIGNALDESK_COLLECTIONS.REPLY_PLAYBOOKS","constant definition | index definition | read/query | reference | security-rule | transaction/batch | write","7","firestore-signaldesk.indexes.json | firestore-signaldesk.rules | scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | src/constants/signaldesk/database.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","firestore-signaldesk.indexes.json:359 | firestore-signaldesk.rules:258 | scripts/verification/e2e-signaldesk-local.js:3334 | scripts/verification/test-signaldesk-workspace-contracts.ts:439 | src/lib/signaldesk/workflowServer.ts:7633 | src/lib/signaldesk/workflowServer.ts:8586 | src/lib/signaldesk/workflowServer.ts:10251 | src/lib/signaldesk/workflowServer.ts:10268 | src/lib/signaldesk/workflowServer.ts:10277 | src/lib/signaldesk/workspaceContracts.ts:100 | src/lib/signaldesk/workspaceContracts.ts:1687 | src/constants/signaldesk/database.ts:0","7d64ef97ea67e2aabe6d965b7d76e2626dd2b8165fa2547376616e244cc5c964","3","scripts/verification/e2e-signaldesk-local.js | scripts/verification/test-signaldesk-workspace-contracts.ts | src/lib/signaldesk/workflowServer.ts | src/lib/signaldesk/workspaceContracts.ts","in-progress","SignalDesk-only internal approved-reply and routing authority at deterministic intent/title or explicit playbook IDs. The protected operating-layer action derives the authenticated actor, strict-validates reply text, intent, route, suppression, escalation and status, then transactionally exact-replaces changed truth with audit, timeline and cost evidence. Mission workspace is the current final list consumer. No MenuList tenant, customer/public output, billing, cache, Redux, SWR or local-storage path consumes this collection.","The separate SignalDesk ruleset permits browser reads only to authenticated platform identity for persisted pId=SD resources and denies every browser write. API and persisted-schema validation require stop intent to be suppression-required and suppression-routed, and forbid suppression-only routing for other intents. Current deterministic rows pass product/document/schema projection before replay or replacement; malformed or foreign rows fail closed. Workspace output excludes pId and updatedBy.","Mutation uses one deterministic point transaction. Exact replay requires all business fields and the exact canonical stored key set, so it repeats no playbook, audit, timeline or cost write; stale-shape or changed rows are exact-replaced. Mission uses bounded updatedAt listing; the maintained status/updatedAt composite is compatible with operational inspection. Focused operating-layer emulator coverage proves exact replay, stale-field removal and unsafe-stop denial. Shared workflow/workspace/E2E/rule/index sources retain ranged evidence, so the collection remains in-progress.","AUDIT-SD-REPLY-PLAYBOOK-STALE-FIELDS-001"
